speaker_id,first_name,last_name,years_experience,company_type,company,job_title,expertise_primary,expertise_secondary,programming_languages,cloud_services,mvp_status,region,country,twitter_followers,linkedin_connections,github_repositories,speaking_experience_years,previous_conferences,session_title,session_track,session_type,session_level,session_duration_minutes,expected_audience_size,session_rating_prediction,community_contributions,open_source_projects,certifications_count,speaker_fee_tier
SPKR-1915,Yuki,Williams,17,Enterprise Customer,Wells Fargo,CTO,Quantum Computing,Sustainability Tech,"Q#, Python, C#","Azure Mixed Reality, Azure IoT, Azure Storage",False,Europe,Sweden,1697,2781,7,14,50,Quantum Machine Learning,Data & AI,Breakout Session,Intermediate,60,242,5.0,24,2,1,Medium
SPKR-1916,Rachel,Martinez,11,Microsoft,Microsoft Consulting,VP Engineering,Quantum Computing,DevOps & Automation,"Python, C#, Q#","Dynamics 365, Azure Networking, Azure Data",False,Asia Pacific,Singapore,1276,1200,1,8,4,Quantum Computing Applications,Data & AI,Breakout Session,Intermediate,75,119,3.9,2,0,4,High
SPKR-1917,Matthew,Yamamoto,12,Microsoft,Microsoft Consulting,Distinguished Engineer,AI/Machine Learning,Data & Analytics,"R, Python","Microsoft 365, Azure Data, Dynamics 365, Azure Storage, Azure DevOps",False,Europe,Germany,22,3510,17,10,41,Machine Learning at Scale with Azure ML,Data & AI,Lightning Talk,Beginner,15,117,4.1,10,12,4,High
SPKR-1918,Kofi,Smith,30,Startup,AgileWorks,VP of Technology,Mixed Reality,Blockchain,"JavaScript, C#, Unity Script","Microsoft 365, Azure Networking, Azure Compute",False,Middle East & Africa,Egypt,989,4532,8,22,25,Mixed Reality for Training and Education,Digital & App Innovation,Workshop,Advanced,180,78,4.9,5,4,2,None
SPKR-1919,Jason,Wang,28,Microsoft Partner,PwC,Chief Data Officer,Security & Compliance,Blockchain,"JavaScript, C#, Python, PowerShell","Power Platform, Azure Security, Azure AI, Microsoft 365",True,Asia Pacific,China,1230,6549,14,24,50,Zero Trust Security Architecture: Lessons Learned,Microsoft Cloud,Workshop,Advanced,90,99,4.6,31,3,1,Low
SPKR-1920,Kevin,Santos,19,Startup,TechStart Inc,Principal Architect,Edge Computing,Mixed Reality,"Python, C#, JavaScript","Dynamics 365, Microsoft 365",False,Asia Pacific,Japan,6512,3771,3,15,36,Industrial IoT Solutions: A Case Study,Data & AI,Breakout Session,Advanced,75,314,4.8,15,0,3,Low
SPKR-1921,Daniel,Davis,16,Microsoft,Microsoft Corporation,Principal Architect,DevOps & Automation,Mixed Reality,"Go, PowerShell, Bash, YAML","Azure Networking, Azure DevOps, Azure Security, Power Platform",False,Europe,Sweden,188,7145,8,10,20,Monitoring and Observability,Infrastructure,Theater Session,Intermediate,30,152,5.0,11,12,2,Medium
SPKR-1922,Alex,Santos,30,Microsoft Partner,Accenture,VP of Technology,IoT Solutions,Power Platform,"JavaScript, C#, C++, Python","Azure IoT, Azure AI, Microsoft 365",False,Europe,Netherlands,927,6294,5,29,32,IoT Data Processing and Analytics,Data & AI,Lightning Talk,Advanced,15,39,5.0,4,0,2,None
SPKR-1923,Stephanie,Fischer,8,Enterprise Customer,Home Depot,Senior Software Engineer,Sustainability Tech,DevOps & Automation,"C#, Python, R, JavaScript","Azure Storage, Azure Security, Dynamics 365",False,North America,United States,1743,7040,24,4,6,Sustainable Software Development: Best Practices,Infrastructure,Workshop,Beginner,120,41,4.7,5,6,3,Medium
SPKR-1924,Robert,Thomas,7,Enterprise Customer,Walmart,Product Manager,DevOps & Automation,Edge Computing,"YAML, Go","Azure Security, Dynamics 365, Microsoft 365",False,North America,United States,760,416,11,0,0,GitOps and Azure Arc,Infrastructure,Breakout Session,Beginner,60,183,4.3,2,0,3,None
SPKR-1925,Raj,Rodriguez,23,Microsoft Partner,Deloitte,Head of Digital Transformation,Sustainability Tech,Edge Computing,"Python, JavaScript, C#","Azure Mixed Reality, Azure IoT, Azure Data",False,North America,Mexico,1451,5071,3,13,16,Sustainability Metrics and Reporting,Infrastructure,Keynote,Intermediate,60,2237,4.9,9,0,4,Medium
SPKR-1926,Brian,Garcia,23,Microsoft Partner,Avanade,Head of Digital Transformation,Sustainability Tech,AI/Machine Learning,"Python, C#","Power Platform, Azure DevOps",False,Latin America,Mexico,5963,355,0,18,4,Carbon Footprint Optimization,Infrastructure,Breakout Session,Intermediate,45,239,3.8,2,0,6,Medium
SPKR-1927,James,Weber,10,Microsoft Partner,Infosys,Senior Data Scientist,Quantum Computing,Mixed Reality,"Q#, Python, C#","Azure Storage, Azure AI, Azure Mixed Reality, Microsoft 365",False,North America,Mexico,893,3108,12,4,17,Quantum Algorithms with Q#: A Case Study,Data & AI,Theater Session,Intermediate,45,120,3.5,9,0,1,Low
SPKR-1928,Alex,Singh,11,Microsoft,Microsoft Research,CTO,Sustainability Tech,Security & Compliance,"R, Python","Power Platform, Microsoft 365, Azure Security, Azure Data, Azure Storage",False,Asia Pacific,Singapore,285,1138,13,5,6,Sustainability Metrics and Reporting,Infrastructure,Workshop,Beginner,180,80,4.6,2,2,0,High
SPKR-1929,Lisa,Mueller,21,Microsoft Partner,Accenture,CEO,IoT Solutions,Azure Cloud,"C++, Python, C#","Azure DevOps, Azure Networking, Azure IoT",False,Europe,Sweden,150,5322,3,17,29,Industrial IoT at Scale: Best Practices,Data & AI,Breakout Session,Intermediate,60,117,4.0,13,2,3,High
SPKR-1930,Robert,Costa,26,Microsoft,Microsoft Consulting,Head of Digital Transformation,DevOps & Automation,Data & Analytics,"Bash, YAML","Azure Mixed Reality, Power Platform, Microsoft 365, Azure Security",False,Europe,Spain,2595,15472,11,21,43,CI/CD with Azure DevOps: A Case Study,App Innovation,Breakout Session,Intermediate,60,348,4.2,11,2,9,Medium
SPKR-1931,James,Li,25,Startup,Digital Transform Co,CTO,Edge Computing,Modern Apps,"C++, JavaScript, Python, C#","Azure Compute, Power Platform, Azure Storage, Microsoft 365",False,Europe,Italy,381,5218,19,22,50,Edge Computing with Azure IoT Edge,Infrastructure,Lightning Talk,Intermediate,20,77,4.7,8,1,4,Medium
SPKR-1932,Brian,Lee,30,Enterprise Customer,Home Depot,Head of Digital Transformation,Quantum Computing,Blockchain,"C#, Python, Q#","Azure Storage, Azure Security",False,North America,Mexico,983,1418,9,23,50,Quantum Computing Applications: Best Practices,Data & AI,Breakout Session,Advanced,60,141,5.0,10,0,3,Medium
SPKR-1933,Kevin,Sato,30,Microsoft Partner,Infosys,Chief Data Officer,Power Platform,AI/Machine Learning,"Power Fx, TypeScript, JavaScript","Azure Mixed Reality, Azure DevOps, Azure AI",False,Asia Pacific,Japan,7117,630,9,28,3,Power Automate Process Automation,Modern Work,Breakout Session,Intermediate,45,336,4.3,40,5,2,None
SPKR-1934,Carlos,Rodriguez,14,Microsoft Partner,Accenture,CTO,Edge Computing,Mixed Reality,"C++, Python, JavaScript, C#","Azure DevOps, Azure Networking, Azure Storage",False,Latin America,Chile,550,2404,5,12,50,Industrial IoT Solutions,Infrastructure,Keynote,Beginner,90,862,5.0,19,1,0,Low
SPKR-1935,Raj,Jackson,10,Microsoft,Microsoft Consulting,Lead Developer,Modern Apps,Azure Cloud,"TypeScript, JavaScript, Java","Azure Data, Azure AI, Power Platform, Azure Networking",False,Europe,Netherlands,310,707,17,8,2,Microservices Architecture Patterns,App Innovation,Lightning Talk,Advanced,15,70,4.0,4,0,3,Medium
SPKR-1936,Hiroshi,Martin,10,Enterprise Customer,Pfizer,Development Manager,Edge Computing,Data & Analytics,"C#, JavaScript, Python","Dynamics 365, Azure Compute, Azure Data, Azure Mixed Reality",False,Asia Pacific,South Korea,397,2212,12,7,21,Industrial IoT Solutions,Infrastructure,Workshop,Advanced,180,22,3.9,2,0,6,Medium
SPKR-1937,Fatima,Johnson,12,Government,Canada Digital Service,Distinguished Engineer,Power Platform,Blockchain,"TypeScript, JavaScript, C#","Azure AI, Microsoft 365, Azure DevOps, Azure Security",False,North America,Canada,157797,21856,4,10,34,Power BI Advanced Analytics: Lessons Learned,Digital & App Innovation,Breakout Session,Beginner,75,219,5.0,12,6,2,Low
SPKR-1938,Elena,Weber,19,Startup,NextGen Software,Distinguished Engineer,Microsoft 365,Edge Computing,"TypeScript, JavaScript, PowerShell, C#","Azure Compute, Azure Data, Azure Networking, Azure Storage, Azure IoT",False,North America,Mexico,218,523,6,16,11,SharePoint Framework Solutions,Modern Work,Breakout Session,Advanced,60,147,4.4,9,0,6,Medium
SPKR-1939,Ingrid,Yamamoto,17,Consulting Firm,Bain & Company,Head of Cloud,Blockchain,IoT Solutions,"Solidity, JavaScript, C#, Go","Dynamics 365, Azure Networking",True,Europe,France,27468,1094,13,13,14,Blockchain Solutions on Azure: A Case Study,Infrastructure,Lightning Talk,Intermediate,15,78,5.0,10,0,2,High
SPKR-1940,Priya,Schmidt,14,ISV,Salesforce,Principal Architect,Blockchain,AI/Machine Learning,"Go, C#","Microsoft 365, Azure IoT, Dynamics 365, Azure Data",False,Asia Pacific,India,336,2305,9,8,11,Smart Contracts Development,Infrastructure,Panel Discussion,Advanced,45,246,3.7,13,3,2,Low
SPKR-1941,Daniel,Tanaka,18,Microsoft Partner,Deloitte,Director of Engineering,Modern Apps,DevOps & Automation,"Swift, JavaScript, Java","Azure Mixed Reality, Azure Storage, Azure IoT",False,North America,United States,3009,1771,14,14,17,Microservices Architecture Patterns,Digital & App Innovation,Breakout Session,Advanced,75,331,4.8,3,0,1,High
SPKR-1942,Elena,Ferreira,13,Microsoft,Microsoft Research,VP Engineering,Azure Cloud,Security & Compliance,"JavaScript, Python, C#","Azure DevOps, Power Platform",False,Europe,Germany,157,451,3,10,5,Modernizing Legacy Systems with Azure,Microsoft Cloud,Theater Session,Intermediate,30,107,3.7,7,0,7,Medium
SPKR-1943,Amanda,Weber,22,Startup,NextGen Software,Chief Data Officer,Data & Analytics,Blockchain,"KQL, Python","Azure Data, Azure Storage, Azure DevOps, Azure Compute",True,North America,Mexico,6209,15581,6,19,50,Power BI for Enterprise Data Visualization,Microsoft Cloud,Breakout Session,Advanced,45,243,4.2,13,0,1,Low
SPKR-1944,Ashley,Sato,26,Microsoft,Microsoft Corporation,CTO,Azure Cloud,Modern Apps,"Python, PowerShell, JavaScript, ARM Templates","Azure Networking, Azure Security, Dynamics 365, Azure Storage",False,Middle East & Africa,Egypt,149034,27694,6,18,10,Modernizing Legacy Systems with Azure: Advanced Techniques,Infrastructure,Workshop,Intermediate,90,48,4.9,11,0,9,Medium
SPKR-1945,Jennifer,Anderson,19,Enterprise Customer,Ford Motor,Director of Engineering,Mixed Reality,Security & Compliance,"C++, Unity Script","Dynamics 365, Azure AI, Azure Security",False,Asia Pacific,Japan,1005,105,16,15,24,Building HoloLens Applications: Lessons Learned,App Innovation,Theater Session,Intermediate,45,162,5.0,19,1,6,Medium
SPKR-1946,Sarah,Li,14,Consulting Firm,KPMG,Principal Architect,Quantum Computing,DevOps & Automation,"C#, Python, Q#","Azure Networking, Azure IoT, Microsoft 365, Power Platform",False,North America,Mexico,996,3868,4,7,9,Quantum Algorithms with Q#,App Innovation,Breakout Session,Advanced,75,292,4.5,15,0,2,Medium
SPKR-1947,Chris,Jackson,21,Consulting Firm,KPMG,Head of Digital Transformation,Azure Cloud,AI/Machine Learning,"C#, Python, PowerShell","Azure Compute, Power Platform, Azure Data",False,Middle East & Africa,Egypt,1957,1706,10,20,29,Modernizing Legacy Systems with Azure,Microsoft Cloud,Breakout Session,Advanced,75,191,5.0,25,2,3,Medium
SPKR-1948,Michael,Park,30,Microsoft Partner,Avanade,VP of Technology,IoT Solutions,AI/Machine Learning,"Python, JavaScript","Dynamics 365, Azure Storage, Azure DevOps, Power Platform",False,North America,Mexico,1004,1897,20,28,50,Industrial IoT at Scale,Data & AI,Breakout Session,Intermediate,75,345,4.9,24,0,3,Medium
SPKR-1949,Brian,Thompson,22,Enterprise Customer,Bank of America,VP of Technology,Modern Apps,Azure Cloud,"C#, Swift, JavaScript","Microsoft 365, Azure Security",False,Europe,Italy,835,1429,15,15,33,Container Orchestration with Azure Kubernetes Service,App Innovation,Workshop,Intermediate,90,41,4.4,9,5,2,Low
SPKR-1950,Priya,Hernandez,18,Startup,CloudFirst Ltd,Director of Engineering,Blockchain,Data & Analytics,"Solidity, JavaScript","Azure Data, Power Platform, Azure Security, Azure Compute, Azure Storage",False,North America,Canada,2206,1225,11,16,0,Blockchain Solutions on Azure,App Innovation,Workshop,Advanced,120,44,4.5,9,4,2,High
SPKR-1951,Amanda,Gonzalez,10,Consulting Firm,Ernst & Young,Solutions Architect,Sustainability Tech,Power Platform,"C#, R","Azure Mixed Reality, Dynamics 365, Azure Security, Power Platform",False,North America,Mexico,109,7392,9,3,2,Green Computing with Azure,Microsoft Cloud,Workshop,Advanced,180,43,4.7,9,2,1,None
SPKR-1952,Sarah,Brown,7,Consulting Firm,KPMG,Principal Engineer,Azure Cloud,Microsoft 365,"JavaScript, Python, PowerShell","Azure Storage, Azure Compute, Power Platform",False,North America,United States,69,1393,130,5,27,Modernizing Legacy Systems with Azure,Microsoft Cloud,Workshop,Beginner,90,26,4.2,1,31,0,None
SPKR-1953,Jessica,Thompson,21,Non-Profit,Red Cross,VP of Technology,Blockchain,Modern Apps,"Solidity, Go","Azure Storage, Azure IoT, Dynamics 365, Azure Data, Azure AI, Azure Networking",False,North America,Mexico,1371,2363,11,19,50,Blockchain Solutions on Azure,App Innovation,Breakout Session,Advanced,60,164,4.6,2,2,11,Low
SPKR-1954,Mei,Miller,27,Microsoft,Microsoft Consulting,Head of Digital Transformation,Blockchain,DevOps & Automation,"Go, Solidity, C#","Azure Mixed Reality, Azure AI, Power Platform",False,Latin America,Colombia,63,1552,3,24,3,Blockchain Solutions on Azure: Lessons Learned,App Innovation,Theater Session,Advanced,30,173,4.3,9,5,4,None
SPKR-1955,Carlos,Weber,16,Microsoft Partner,TCS,VP Engineering,AI/Machine Learning,Blockchain,"C#, Scala, Python","Dynamics 365, Azure Networking, Azure Compute",False,Europe,Italy,67,11115,13,14,12,Machine Learning at Scale with Azure ML,App Innovation,Breakout Session,Intermediate,75,341,5.0,4,10,2,Medium
SPKR-1956,Priya,Kumar,7,Microsoft Partner,Cognizant,Principal Engineer,IoT Solutions,Microsoft 365,"C++, JavaScript, C#","Azure Compute, Azure DevOps, Azure IoT, Azure Data",False,North America,Mexico,7260,2194,5,5,9,IoT Device Management with Azure,Infrastructure,Breakout Session,Intermediate,60,116,4.6,2,0,1,None
SPKR-1957,Raj,Brown,25,Microsoft,Microsoft Consulting,VP of Technology,Sustainability Tech,Mixed Reality,"Python, C#","Azure Security, Power Platform, Azure AI",True,Europe,Italy,30915,6538,6,17,11,Green Computing with Azure,Infrastructure,Breakout Session,Intermediate,75,319,5.0,25,0,8,None
SPKR-1958,Lisa,Li,9,Government,Canada Digital Service,Development Manager,Azure Cloud,Data & Analytics,"PowerShell, Python, JavaScript, ARM Templates, C#","Azure Networking, Dynamics 365, Azure DevOps, Microsoft 365",False,Europe,Spain,239,1300,19,7,14,Building Scalable Applications on Azure: A Case Study,Infrastructure,Theater Session,Intermediate,30,97,4.3,5,0,2,None
SPKR-1959,David,Anderson,18,Non-Profit,United Nations,CTO,Blockchain,IoT Solutions,"JavaScript, Go, C#, Solidity","Azure Networking, Azure AI",False,Middle East & Africa,South Africa,4153,5078,243,13,10,Blockchain Solutions on Azure,App Innovation,Breakout Session,Intermediate,45,246,5.0,11,65,5,None
SPKR-1960,Yuki,Smith,23,Microsoft,Microsoft Consulting,Chief Data Officer,Security & Compliance,AI/Machine Learning,"Python, JavaScript, C#","Azure Security, Azure Networking, Azure IoT, Azure Compute, Power Platform, Microsoft 365",False,Europe,Germany,5325,2985,3,17,50,Compliance Automation in the Cloud: Lessons Learned,Microsoft Cloud,Lightning Talk,Intermediate,15,76,4.1,24,2,0,Medium
SPKR-1961,Lars,Williams,9,Microsoft,Microsoft Corporation,Principal Engineer,Mixed Reality,Data & Analytics,"Unity Script, C++","Azure AI, Azure Compute",False,Asia Pacific,South Korea,1144,596,14,6,25,Mixed Reality for Training and Education,App Innovation,Theater Session,Intermediate,45,105,3.8,2,1,5,Medium
SPKR-1962,James,Wilson,23,Microsoft Partner,Accenture,CEO,Data & Analytics,Microsoft 365,"SQL, KQL, Python, R, C#","Azure Networking, Azure IoT, Azure AI, Microsoft 365, Azure Storage",False,North America,United States,1003,2901,20,21,50,Power BI for Enterprise Data Visualization,Microsoft Cloud,Theater Session,Intermediate,45,51,4.7,7,4,1,Medium
SPKR-1963,Dmitri,Yamamoto,11,ISV,Salesforce,VP Engineering,Sustainability Tech,Edge Computing,"C#, JavaScript, Python","Azure Compute, Power Platform, Azure Data, Azure Networking, Azure Security",False,North America,United States,1651,13180,9,8,31,Carbon Footprint Optimization,Infrastructure,Breakout Session,Intermediate,60,110,4.3,12,1,11,Low
SPKR-1964,James,Ferreira,26,Microsoft Partner,Accenture,Chief Innovation Officer,Power Platform,Edge Computing,"Power Fx, JavaScript","Azure DevOps, Azure AI, Azure IoT, Azure Mixed Reality, Azure Networking",True,Europe,Netherlands,10349,2633,21,16,50,Power Automate Process Automation: Lessons Learned,Modern Work,Theater Session,Intermediate,45,81,5.0,7,1,2,Medium
SPKR-1965,Jason,Smith,16,Microsoft,Microsoft Research,CTO,Sustainability Tech,Blockchain,"Python, C#, R, JavaScript","Azure Compute, Azure Networking, Azure Security, Azure DevOps, Dynamics 365",False,Europe,Italy,2219,6413,7,7,5,Green Computing with Azure: A Case Study,Microsoft Cloud,Lightning Talk,Intermediate,20,64,4.6,3,1,6,Low
SPKR-1966,Jessica,Yamamoto,12,Microsoft,Microsoft Consulting,Principal Architect,Security & Compliance,Data & Analytics,"Python, C#, JavaScript, PowerShell","Azure AI, Azure Security",False,Europe,Germany,67,4723,13,4,4,Zero Trust Security Architecture: Best Practices,Security,Breakout Session,Intermediate,45,142,3.5,8,3,5,Low
SPKR-1967,Brian,Yamamoto,19,Microsoft Partner,Deloitte,CTO,Security & Compliance,Edge Computing,"Python, PowerShell, JavaScript, C#","Azure Storage, Azure DevOps, Azure Security",True,Europe,United Kingdom,51090,3136,8,9,32,Azure Security Center Best Practices,Microsoft Cloud,Breakout Session,Advanced,60,172,4.6,66,0,1,Medium
SPKR-1968,Jason,Martin,13,Government,Singapore GovTech,VP Engineering,Blockchain,Quantum Computing,"JavaScript, C#","Azure Storage, Power Platform, Azure Networking, Azure Data, Azure AI",False,Europe,Netherlands,26709,8742,7,8,11,Blockchain Solutions on Azure,App Innovation,Lightning Talk,Intermediate,15,63,5.0,3,3,4,None
SPKR-1969,Michelle,Souza,15,Microsoft Partner,Accenture,CTO,Security & Compliance,Blockchain,"PowerShell, C#, Python","Azure Networking, Dynamics 365, Azure AI",False,Latin America,Mexico,46,98,7,12,49,Identity and Access Management with Azure AD,Security,Workshop,Advanced,90,92,4.5,6,7,6,High
SPKR-1970,James,Liu,26,Microsoft Partner,Infosys,CEO,Power Platform,IoT Solutions,"C#, Power Fx, JavaScript","Azure Data, Azure Networking, Microsoft 365",False,Middle East & Africa,Egypt,2691,227,11,19,8,Power Apps for Citizen Developers,Modern Work,Theater Session,Advanced,30,96,4.3,9,1,6,Low
SPKR-1971,Raj,Jones,25,Microsoft,Microsoft Corporation,VP of Technology,AI/Machine Learning,Blockchain,"JavaScript, R, C#","Azure Networking, Dynamics 365, Microsoft 365, Azure Mixed Reality, Power Platform",False,Europe,Netherlands,26034,15867,26,17,41,AI-Powered Applications with Azure Cognitive Services,Data & AI,Workshop,Advanced,120,28,4.2,28,4,5,Low
SPKR-1972,Dmitri,Costa,13,Enterprise Customer,JPMorgan Chase,VP Engineering,AI/Machine Learning,Microsoft 365,"JavaScript, R, Scala, C#","Azure Data, Dynamics 365, Azure AI, Power Platform, Azure Compute",False,Europe,Italy,3265,550,24,10,20,Building Intelligent Chatbots with Bot Framework: Lessons Learned,Data & AI,Breakout Session,Intermediate,60,230,4.4,6,1,2,High
